typeID,materialTypeID,quantity
28100,35,6108131
28100,36,1145275
28100,37,229055
28100,38,47720
28100,39,10226
28100,40,2237
28100,44,1351
28100,3683,7475
28100,3685,8873
28100,3687,9681
28100,3689,4887
28100,3691,2914
28100,3697,9617
28100,3727,888
28100,3828,18725
28100,9826,4496
28100,9828,4617
28100,9832,2117
28100,9838,3028
28100,9842,3111
28100,9848,6497
28100,13267,13
28101,34,146595148
28101,35,12216262
28101,36,2290550
28101,37,458110
28101,38,95440
28101,39,20452
28101,40,4474
28101,44,2702
28101,3683,14950
28101,3685,17746
28101,3687,19362
28101,3689,9774
28101,3691,5828
28101,3697,19234
28101,3727,1776
28101,3828,37450
28101,9826,8992
28101,9828,9234
28101,9832,4234
28101,9838,6056
28101,9842,6222
28101,9848,12994
28101,13267,26
28102,34,146595148
28102,35,12216262
28102,36,2290550
28102,37,458110
28102,38,95440
28102,39,20452
28102,40,4474
28102,44,2702
28102,3683,14950
28102,3685,17746
28102,3687,19362
28102,3689,9774
28102,3691,5828
28102,3697,19234
28102,3727,1776
28102,3828,37450
28102,9826,8992
28102,9828,9234
28102,9832,4234
28102,9838,6056
28102,9842,6222
28102,9848,12994
28102,13267,26
28103,34,146595148
28103,35,12216262
28103,36,2290550
28103,37,458110
28103,38,95440
28103,39,20452
28103,40,4474
28103,44,2702
28103,3683,14950
28103,3685,17746
28103,3687,19362
28103,3689,9774
28103,3691,5828
28103,3697,19234
28103,3727,1776
28103,3828,37450
28103,9826,8992
28103,9828,9234
28103,9832,4234
28103,9838,6056
28103,9842,6222
28103,9848,12994
28103,13267,26
28104,34,146595148
28104,35,12216262
28104,36,2290550
28104,37,458110
28104,38,95440
28104,39,20452
28104,40,4474
28104,44,2702
28104,3683,14950
28104,3685,17746
28104,3687,19362
28104,3689,9774
28104,3691,5828
28104,3697,19234
28104,3727,1776
28104,3828,37450
28104,9826,8992
28104,9828,9234
28104,9832,4234
28104,9838,6056
28104,9842,6222
28104,9848,12994
28104,13267,26
28105,34,146595148
28105,35,12216262
28105,36,2290550
28105,37,458110
28105,38,95440
28105,39,20452
28105,40,4474
28105,44,2702
28105,3683,14950
28105,3685,17746
28105,3687,19362
28105,3689,9774
28105,3691,5828
28105,3697,19234
28105,3727,1776
28105,3828,37450
28105,9826,8992
28105,9828,9234
28105,9832,4234
28105,9838,6056
28105,9842,6222
28105,9848,12994
28105,13267,26
28106,34,257702131
28106,35,21475177
28106,36,4026595
28106,37,805319
28106,38,167774
28106,39,35951
28106,40,7864
28106,3683,55489
28106,3685,31546
28106,3687,66849
28106,3689,17654
28106,3691,5449
28106,3697,26546
28106,3699,100
28106,3828,89846
28106,9826,9875
28106,9828,15555
28106,9832,15465
28106,9838,6874
28106,9842,9874
28106,9848,14419
28106,13267,100
28107,34,257702131
28107,35,21475177
28107,36,4026595
28107,37,805319
28107,38,167774
28107,39,35951
28107,40,7864
28107,3683,55489
28107,3685,31546
28107,3687,66849
28107,3689,17654
28107,3691,5449
28107,3697,26546
28107,3699,100
28107,3828,89846
28107,9826,9875
28107,9828,15555
28107,9832,15465
28107,9838,6874
28107,9842,9874
28107,9848,14419
28107,13267,100
28108,34,257702131
28108,35,21475177
28108,36,4026595
28108,37,805319
28108,38,167774
28108,39,35951
28108,40,7864
28108,3683,55489
28108,3685,31546
28108,3687,66849
28108,3689,17654
28108,3691,5449
28108,3697,26546
28108,3699,100
28108,3828,89846
28108,9826,9875
28108,9828,15555
28108,9832,15465
28108,9838,6874
28108,9842,9874
28108,9848,14419
28108,13267,100
28109,34,257702131
28109,35,21475177
28109,36,4026595
28109,37,805319
28109,38,167774
28109,39,35951
28109,40,7864
28109,3683,55489
28109,3685,31546
28109,3687,66849
28109,3689,17654
28109,3691,5449
28109,3697,26546
28109,3699,100
28109,3828,89846
28109,9826,9875
28109,9828,15555
28109,9832,15465
28109,9838,6874
28109,9842,9874
28109,9848,14419
28109,13267,100
28110,34,257702131
28110,35,21475177
28110,36,4026595
28110,37,805319
28110,38,167774
28110,39,35951
28110,40,7864
28110,3683,55489
28110,3685,31546
28110,3687,66849
28110,3689,17654
28110,3691,5449
28110,3697,26546
28110,3699,100
28110,3828,89846
28110,9826,9875
28110,9828,15555
28110,9832,15465
28110,9838,6874
28110,9842,9874
28110,9848,14419
28110,13267,100
28111,34,64425533
28111,35,5368795
28111,36,1006649
28111,37,201330
28111,38,41944
28111,39,8988
28111,40,1966
28111,3683,13873
28111,3685,7887
28111,3687,16713
28111,3689,4414
28111,3691,1363
28111,3697,6637
28111,3699,25
28111,3828,22462
28111,9826,2469
28111,9828,3889
28111,9832,3867
28111,9838,1719
28111,9842,2469
28111,9848,3605
28111,13267,25
28112,34,64425533
28112,35,5368795
28112,36,1006649
28112,37,201330
28112,38,41944
28112,39,8988
28112,40,1966
28112,3683,13873
28112,3685,7887
28112,3687,16713
28112,3689,4414
28112,3691,1363
28112,3697,6637
28112,3699,25
28112,3828,22462
28112,9826,2469
28112,9828,3889
28112,9832,3867
28112,9838,1719
28112,9842,2469
28112,9848,3605
28112,13267,25
28113,34,64425533
28113,35,5368795
28113,36,1006649
28113,37,201330
28113,38,41944
28113,39,8988
28113,40,1966
28113,3683,13873
28113,3685,7887
28113,3687,16713
28113,3689,4414
28113,3691,1363
28113,3697,6637
28113,3699,25
28113,3828,22462
28113,9826,2469
28113,9828,3889
28113,9832,3867
28113,9838,1719
28113,9842,2469
28113,9848,3605
28113,13267,25
28114,34,64425533
28114,35,5368795
28114,36,1006649
28114,37,201330
28114,38,41944
28114,39,8988
28114,40,1966
28114,3683,13873
28114,3685,7887
28114,3687,16713
28114,3689,4414
28114,3691,1363
28114,3697,6637
28114,3699,25
28114,3828,22462
28114,9826,2469
28114,9828,3889
28114,9832,3867
28114,9838,1719
28114,9842,2469
28114,9848,3605
28114,13267,25
28115,34,64425533
28115,35,5368795
28115,36,1006649
28115,37,201330
28115,38,41944
28115,39,8988
28115,40,1966
28115,3683,13873
28115,3685,7887
28115,3687,16713
28115,3689,4414
28115,3691,1363
28115,3697,6637
28115,3699,25
28115,3828,22462
28115,9826,2469
28115,9828,3889
28115,9832,3867
28115,9838,1719
28115,9842,2469
28115,9848,3605
28115,13267,25
28116,34,128851066
28116,35,10737589
28116,36,2013298
28116,37,402660
28116,38,83887
28116,39,17976
28116,40,3932
28116,3683,27745
28116,3685,15773
28116,3687,33425
28116,3689,8827
28116,3691,2725
28116,3697,13273
28116,3699,50
28116,3828,44923
28116,9826,4938
28116,9828,7778
28116,9832,7733
28116,9838,3437
28116,9842,4937
28116,9848,7210
28116,13267,50
28117,34,128851066
28117,35,10737589
28117,36,2013298
28117,37,402660
28117,38,83887
28117,39,17976
28117,40,3932
28117,3683,27745
28117,3685,15773
28117,3687,33425
28117,3689,8827
28117,3691,2725
28117,3697,13273
28117,3699,50
28117,3828,44923
28117,9826,4938
28117,9828,7778
28117,9832,7733
28117,9838,3437
28117,9842,4937
28117,9848,7210
28117,13267,50
28118,34,128851066
28118,35,10737589
28118,36,2013298
28118,37,402660
28118,38,83887
28118,39,17976
28118,40,3932
28118,3683,27745
28118,3685,15773
28118,3687,33425
28118,3689,8827
28118,3691,2725
28118,3697,13273
28118,3699,50
28118,3828,44923
28118,9826,4938
28118,9828,7778
28118,9832,7733
28118,9838,3437
28118,9842,4937
28118,9848,7210
28118,13267,50
28119,34,128851066
28119,35,10737589
28119,36,2013298
28119,37,402660
28119,38,83887
28119,39,17976
28119,40,3932
28119,3683,27745
28119,3685,15773
28119,3687,33425
28119,3689,8827
28119,3691,2725
28119,3697,13273
28119,3699,50
28119,3828,44923
28119,9826,4938
28119,9828,7778
28119,9832,7733
28119,9838,3437
28119,9842,4937
28119,9848,7210
28119,13267,50
28120,34,128851066
28120,35,10737589
28120,36,2013298
28120,37,402660
28120,38,83887
28120,39,17976
28120,40,3932
28120,3683,27745
28120,3685,15773
28120,3687,33425
28120,3689,8827
28120,3691,2725
28120,3697,13273
28120,3699,50
28120,3828,44923
28120,9826,4938
28120,9828,7778
28120,9832,7733
28120,9838,3437
28120,9842,4937
28120,9848,7210
28120,13267,50
28121,34,387522911
28121,35,32293575
28121,36,6055045
28121,37,1211009
28121,38,252293
28121,39,54062
28121,40,11826
28121,44,3511
28121,3683,25468
28121,3685,23574
28121,3687,19871
28121,3689,16876
28121,3691,17874
28121,3697,8846
28121,3727,1844
28121,3828,155649
28121,9826,5587
28121,9828,5489
28121,9832,12489
28121,9838,897
28121,9842,7465
28121,9848,12499
28122,34,387522911
28122,35,32293575
28122,36,6055045
28122,37,1211009
28122,38,252293
28122,39,54062
28122,40,11826
28122,44,3511
28122,3683,25468
28122,3685,23574
28122,3687,19871
28122,3689,16876
28122,3691,17874
28122,3697,8846
28122,3727,1844
28122,3828,155649
28122,9826,5587
28122,9828,5489
28122,9832,12489
28122,9838,897
28122,9842,7465
28122,9848,12499
28123,34,387522911
28123,35,32293575
28123,36,6055045
28123,37,1211009
28123,38,252293
28123,39,54062
28123,40,11826
28123,44,3511
28123,3683,25468
28123,3685,23574
28123,3687,19871
28123,3689,16876
28123,3691,17874
28123,3697,8846
28123,3727,1844
28123,3828,155649
28123,9826,5587
28123,9828,5489
28123,9832,12489
28123,9838,897
28123,9842,7465
28123,9848,12499
28124,34,387522911
28124,35,32293575
28124,36,6055045
28124,37,1211009
28124,38,252293
28124,39,54062
28124,40,11826
28124,44,3511
28124,3683,25468
28124,3685,23574
28124,3687,19871
28124,3689,16876
28124,3691,17874
28124,3697,8846
28124,3727,1844
28124,3828,155649
28124,9826,5587
28124,9828,5489
28124,9832,12489
28124,9838,897
28124,9842,7465
28124,9848,12499
28125,34,387522911
28125,35,32293575
28125,36,6055045
28125,37,1211009
28125,38,252293
28125,39,54062
28125,40,11826
28125,44,3511
28125,3683,25468
28125,3685,23574
28125,3687,19871
28125,3689,16876
28125,3691,17874
28125,3697,8846
28125,3727,1844
28125,3828,155649
28125,9826,5587
28125,9828,5489
28125,9832,12489
28125,9838,897
28125,9842,7465
28125,9848,12499
28126,34,96880728
28126,35,8073394
28126,36,1513762
28126,37,302753
28126,38,63074
28126,39,13516
28126,40,2957
28126,44,878
28126,3683,6367
28126,3685,5894
28126,3687,4968
28126,3689,4219
28126,3691,4469
28126,3697,2212
28126,3727,461
28126,3828,38913
28126,9826,1397
28126,9828,1373
28126,9832,3123
28126,9838,225
28126,9842,1867
28126,9848,3125
28127,34,96880728
28127,35,8073394
28127,36,1513762
28127,37,302753
28127,38,63074
28127,39,13516
28127,40,2957
28127,44,878
28127,3683,6367
28127,3685,5894
28127,3687,4968
28127,3689,4219
28127,3691,4469
28127,3697,2212
28127,3727,461
28127,3828,38913
28127,9826,1397
28127,9828,1373
28127,9832,3123
28127,9838,225
28127,9842,1867
28127,9848,3125
28128,34,96880728
28128,35,8073394
28128,36,1513762
28128,37,302753
28128,38,63074
28128,39,13516
28128,40,2957
28128,44,878
28128,3683,6367
28128,3685,5894
28128,3687,4968
28128,3689,4219
28128,3691,4469
28128,3697,2212
28128,3727,461
28128,3828,38913
28128,9826,1397
28128,9828,1373
28128,9832,3123
28128,9838,225
28128,9842,1867
28128,9848,3125
28129,34,96880728
28129,35,8073394
28129,36,1513762
28129,37,302753
28129,38,63074
28129,39,13516
28129,40,2957
28129,44,878
28129,3683,6367
28129,3685,5894
28129,3687,4968
28129,3689,4219
28129,3691,4469
28129,3697,2212
28129,3727,461
28129,3828,38913
28129,9826,1397
28129,9828,1373
28129,9832,3123
28129,9838,225
28129,9842,1867
28129,9848,3125
28130,34,96880728
28130,35,8073394
28130,36,1513762
28130,37,302753
28130,38,63074
28130,39,13516
28130,40,2957
28130,44,878
28130,3683,6367
28130,3685,5894
28130,3687,4968
28130,3689,4219
28130,3691,4469
28130,3697,2212
28130,3727,461
28130,3828,38913
28130,9826,1397
28130,9828,1373
28130,9832,3123
28130,9838,225
28130,9842,1867
28130,9848,3125
28131,34,193761456
28131,35,16146788
28131,36,3027523
28131,37,605505
28131,38,126147
28131,39,27031
28131,40,5913
28131,44,1756
28131,3683,12734
28131,3685,11787
28131,3687,9936
28131,3689,8438
28131,3691,8937
28131,3697,4423
28131,3727,922
28131,3828,77825
28131,9826,2794
28131,9828,2745
28131,9832,6245
28131,9838,449
28131,9842,3733
28131,9848,6250
28132,34,193761456
28132,35,16146788
28132,36,3027523
28132,37,605505
28132,38,126147
28132,39,27031
28132,40,5913
28132,44,1756
28132,3683,12734
28132,3685,11787
28132,3687,9936
28132,3689,8438
28132,3691,8937
28132,3697,4423
28132,3727,922
28132,3828,77825
28132,9826,2794
28132,9828,2745
28132,9832,6245
28132,9838,449
28132,9842,3733
28132,9848,6250
28133,34,193761456
28133,35,16146788
28133,36,3027523
28133,37,605505
28133,38,126147
28133,39,27031
28133,40,5913
28133,44,1756
28133,3683,12734
28133,3685,11787
28133,3687,9936
28133,3689,8438
28133,3691,8937
28133,3697,4423
28133,3727,922
28133,3828,77825
28133,9826,2794
28133,9828,2745
28133,9832,6245
28133,9838,449
28133,9842,3733
28133,9848,6250
28134,34,193761456
28134,35,16146788
28134,36,3027523
28134,37,605505
28134,38,126147
28134,39,27031
28134,40,5913
28134,44,1756
28134,3683,12734
28134,3685,11787
28134,3687,9936
28134,3689,8438
28134,3691,8937
28134,3697,4423
28134,3727,922
28134,3828,77825
28134,9826,2794
28134,9828,2745
28134,9832,6245
28134,9838,449
28134,9842,3733
28134,9848,6250
28135,34,193761456
28135,35,16146788
28135,36,3027523
28135,37,605505
28135,38,126147
28135,39,27031
28135,40,5913
28135,44,1756
28135,3683,12734
28135,3685,11787
28135,3687,9936
28135,3689,8438
28135,3691,8937
28135,3697,4423
28135,3727,922
28135,3828,77825
28135,9826,2794
28135,9828,2745
28135,9832,6245
28135,9838,449
28135,9842,3733
28135,9848,6250
28183,34,86767990
28183,35,7230666
28183,36,1355750
28183,37,271150
28183,38,56490
28183,39,12105
28183,40,2648
28183,44,275
28183,3683,5975
28183,3685,5621
28183,3687,4245
28183,3689,3968
28183,3691,3468
28183,3697,4539
28183,3727,213
28183,3828,32200
28183,9826,1964
28183,9828,3368
28183,9832,2561
28183,9838,262
28183,9842,1718
28183,9848,506
28183,13267,1
28184,34,173535980
28184,35,14461332
28184,36,2711500
28184,37,542300
28184,38,112979
28184,39,24210
28184,40,5296
28184,44,550
28184,3683,11949
28184,3685,11242
28184,3687,8490
28184,3689,7936
28184,3691,6935
28184,3697,9078
28184,3727,426
28184,3828,64399
28184,9826,3928
28184,9828,6735
28184,9832,5121
28184,9838,524
28184,9842,3436
28184,9848,1012
28184,13267,1
28185,34,347071960
28185,35,28922663
28185,36,5422999
28185,37,1084599
28185,38,225958
28185,39,48419
28185,40,10591
28185,44,1099
28185,3683,23897
28185,3685,22484
28185,3687,16980
28185,3689,15872
28185,3691,13870
28185,3697,18156
28185,3727,851
28185,3828,128798
28185,9826,7855
28185,9828,13469
28185,9832,10242
28185,9838,1048
28185,9842,6871
28185,9848,2024
28185,13267,1
28191,37,1
28197,34,10973
28197,35,830
28197,36,299
28197,37,450
28197,38,30
28197,9834,6
28197,9848,6
28197,11399,6
28197,11530,1
28197,11688,1
28199,34,10973
28199,35,830
28199,36,299
28199,37,450
28199,38,30
28199,9834,6
28199,9848,6
28199,11399,6
28199,11556,1
28199,11557,1
28201,34,378
28201,35,62
28201,36,23
28201,37,19
28201,38,2
28201,9834,1
28201,9848,1
28201,11399,1
28201,11530,1
28201,11688,1
28203,34,378
28203,35,62
28203,36,23
28203,37,19
28203,38,2
28203,9834,1
28203,9848,1
28203,11399,3
28203,11556,1
28203,11557,1
28205,34,2747
28205,35,208
28205,36,76
28205,37,116
28205,38,7
28205,9834,5
28205,9848,5
28205,11399,5
28205,11530,1
28205,11688,1
28207,34,2747
28207,35,208
28207,36,76
28207,37,116
28207,38,7
28207,9834,5
28207,9848,5
28207,11399,5
28207,11556,1
28207,11557,1
28209,34,516
28209,35,9929
28209,38,4
28209,40,18
28209,9834,5
28209,9848,5
28209,11399,5
28209,11690,3
28211,34,516
28211,35,9929
28211,38,4
28211,40,18
28211,9834,5
28211,9848,5
28211,11399,5
28211,11688,3
28213,34,516
28213,35,9929
28213,38,4
28213,40,18
28213,9834,5
28213,9848,5
28213,11399,5
28213,11689,3
28215,34,516
28215,35,9929
28215,38,4
28215,40,18
28215,9834,5
28215,9848,5
28215,11399,5
28215,11691,3
28262,34,471
28262,36,4
28262,38,2
28262,28361,1
28262,28362,1
28262,28363,1
28264,34,471
28264,36,4
28264,38,2
28264,9834,1
28264,9848,1
28264,11399,1
28264,11689,1
28264,28361,8
28264,28362,8
28264,28363,6
28264,28366,1
28266,34,7120
28266,35,896
28266,37,73
28266,38,9
28266,39,8
28266,28361,4
28266,28362,4
28266,28363,3
28266,28364,3
28266,28365,2
28268,34,7120
28268,35,896
28268,37,73
28268,38,9
28268,39,8
28268,9834,6
28268,9848,6
28268,11399,6
28268,11691,3
28268,28361,32
28268,28362,27
28268,28363,21
28268,28364,18
28268,28365,11
28268,28366,5
28270,34,3413
28270,35,2
28270,36,224
28270,37,11
28270,39,4
28270,28361,2
28270,28362,2
28270,28363,2
28270,28364,1
28272,34,3413
28272,35,2
28272,36,224
28272,37,11
28272,39,4
28272,9834,3
28272,9848,3
28272,11399,3
28272,11688,1
28272,28361,15
28272,28362,14
28272,28363,11
28272,28364,9
28272,28366,1
28274,34,509
28274,35,7
28274,37,4
28274,38,2
28274,28361,1
28274,28362,1
28274,28363,1
28276,34,509
28276,35,7
28276,37,4
28276,38,2
28276,9834,1
28276,9848,1
28276,11399,1
28276,11688,1
28276,28361,8
28276,28362,8
28276,28364,6
28276,28366,1
28278,34,538
28278,35,69
28278,37,4
28278,38,2
28278,28361,1
28278,28362,1
28278,28363,1
28280,34,538
28280,35,69
28280,37,4
28280,38,2
28280,9834,1
28280,9848,1
28280,11399,1
28280,11690,1
28280,28361,8
28280,28362,8
28280,28364,6
28280,28366,1
28282,34,3133
28282,35,160
28282,36,154
28282,37,1
28282,38,8
28282,39,2
28282,28361,2
28282,28362,2
28282,28363,2
28282,28364,1
28284,34,3133
28284,35,160
28284,36,154
28284,37,1
28284,38,8
28284,39,2
28284,9834,3
28284,9848,3
28284,11399,3
28284,11689,1
28284,28361,15
28284,28362,14
28284,28363,11
28284,28364,9
28284,28366,1
28286,34,258
28286,35,4964
28286,38,2
28286,40,8
28286,28361,4
28286,28362,4
28286,28363,3
28286,28364,3
28286,28365,2
28288,34,258
28288,35,4964
28288,38,2
28288,40,8
28288,9834,6
28288,9848,6
28288,11399,6
28288,11688,3
28288,28361,32
28288,28362,27
28288,28363,21
28288,28364,18
28288,28365,11
28288,28366,5
28290,34,8516
28290,36,627
28290,37,9
28290,38,2
28290,39,8
28290,40,4
28290,28361,4
28290,28362,4
28290,28363,3
28290,28364,3
28290,28365,2
28292,34,8516
28292,36,627
28292,37,9
28292,38,2
28292,39,8
28292,40,4
28292,9834,6
28292,9848,6
28292,11399,6
28292,11689,3
28292,28361,32
28292,28362,27
28292,28363,21
28292,28364,18
28292,28365,11
28292,28366,5
28294,34,2724
28294,35,300
28294,36,187
28294,37,4
28294,38,4
28294,28361,2
28294,28362,2
28294,28363,2
28294,28364,1
28296,34,2724
28296,35,300
28296,36,187
28296,37,4
28296,38,4
28296,9834,3
28296,9848,3
28296,11399,3
28296,11691,1
28296,28361,15
28296,28362,14
28296,28363,11
28296,28364,9
28296,28366,1
28298,34,2631
28298,35,542
28298,36,113
28298,39,4
28298,28361,2
28298,28362,2
28298,28363,2
28298,28364,1
28300,34,2631
28300,35,542
28300,36,113
28300,39,4
28300,9834,3
28300,9848,3
28300,11399,3
28300,11690,1
28300,28361,15
28300,28362,14
28300,28363,11
28300,28364,9
28300,28366,1
28302,34,951
28302,35,7
28302,36,7
28302,38,4
28302,28361,1
28302,28362,1
28302,28363,1
28304,34,951
28304,35,7
28304,36,7
28304,38,4
28304,9834,1
28304,9848,1
28304,11399,1
28304,11691,1
28304,28361,8
28304,28362,8
28304,28363,6
28304,28366,1
28306,34,5947
28306,35,729
28306,37,47
28306,38,27
28306,39,18
28306,28361,4
28306,28362,4
28306,28363,3
28306,28364,3
28306,28365,2
28308,34,5947
28308,35,729
28308,37,47
28308,38,27
28308,39,18
28308,9834,6
28308,9848,6
28308,11399,6
28308,11690,3
28308,28361,32
28308,28362,27
28308,28363,21
28308,28364,18
28308,28365,11
28308,28366,5
28314,34,10000
28314,37,1
28314,40,10
28315,34,10000
28315,37,1
28315,40,10
28316,34,10000
28316,37,1
28316,40,10
28317,34,10000
28317,37,1
28317,40,10
28318,40,100
28319,40,100
28324,34,249
28324,35,198
28324,37,1
28326,34,164
28326,35,17
28326,37,3
28328,34,27
28328,35,21
28330,34,2489
28330,35,1978
28330,37,11
28332,34,458
28332,35,580
28334,34,290
28334,35,119
28334,36,14
28334,37,2
28336,34,118
28336,36,1
28336,37,2
28338,34,4578
28338,35,5800
28351,2867,16
28351,2868,11
28351,2869,22
28351,2870,22
28351,2871,16
28351,2872,16
28351,2875,22
28351,2876,11
28351,21037,5
28352,21009,9
28352,21013,9
28352,21017,7
28352,21019,11
28352,21021,11
28352,21023,9
28352,21025,11
28352,21027,22
28352,21029,6
28352,21035,33
28352,21037,44
28352,24547,33
28352,24558,33
28352,24560,17
28367,34,22000
28367,36,2500
28367,40,320
28369,34,532
28369,35,978
28369,36,211
28369,38,28
28369,40,2
28369,11399,1
28375,34,3258
28375,35,2926
28375,38,7
28375,39,4
28377,34,3258
28377,35,2926
28377,38,7
28377,39,4
28379,34,3258
28379,35,2926
28379,38,7
28379,39,4
28381,34,3258
28381,35,2926
28381,38,7
28381,39,4
28383,34,3258
28383,35,2926
28383,38,7
28383,39,4
28385,34,23100
28385,36,2625
28385,40,336
28387,34,24200
28387,36,2750
28387,40,352
28388,35,12000
28388,39,450
28388,40,100
28389,35,13200
28389,39,495
28389,40,110
28390,35,12600
28390,39,473
28390,40,105
28391,34,21000
28391,38,760
28391,39,135
28392,34,23100
28392,38,836
28392,39,149
28393,34,22050
28393,38,798
28393,39,142
28394,34,10000
28394,37,1600
28394,38,120
28395,34,11000
28395,37,1760
28395,38,132
28396,34,10500
28396,37,1680
28396,38,126
28397,35,2200
28397,36,2400
28397,37,300
28398,35,2310
28398,36,2520
28398,37,315
28399,35,2420
28399,36,2640
28399,37,330
28400,35,1100
28400,37,220
28400,38,110
28400,39,21
28401,35,1000
28401,37,200
28401,38,100
28401,39,19
28402,35,1050
28402,37,210
28402,38,105
28402,39,20
28403,34,2200
28403,37,100
28403,38,120
28403,39,15
28404,34,2420
28404,37,110
28404,38,132
28404,39,17
28405,34,2310
28405,37,105
28405,38,126
28405,39,16
28406,36,350
28406,38,75
28406,39,8
28407,36,385
28407,38,83
28407,39,9
28408,36,368
28408,38,79
28408,39,8
28409,34,148
28409,36,294
28409,37,148
28410,34,134
28410,36,267
28410,37,134
28411,34,141
28411,36,281
28411,37,141
28412,11399,315
28413,11399,300
28414,11399,330
28415,34,880
28415,35,110
28415,37,94
28416,34,800
28416,35,100
28416,37,85
28417,34,840
28417,35,105
28417,37,90
28418,34,58800
28418,35,12653
28418,36,2205
28418,37,473
28419,34,61600
28419,35,13255
28419,36,2310
28419,37,495
28420,34,56000
28420,35,12050
28420,36,2100
28420,37,450
28421,34,113
28421,35,224
28421,36,113
28422,34,107
28422,35,213
28422,36,107
28423,34,118
28423,35,235
28423,36,118
28424,34,351
28424,35,25
28424,36,50
28424,38,5
28425,34,369
28425,35,26
28425,36,53
28425,38,5
28426,34,387
28426,35,27
28426,36,55
28426,38,5
28427,34,364
28427,35,182
28428,34,381
28428,35,190
28429,34,346
28429,35,173
28430,34,436
28431,34,457
28432,34,415
28433,16272,69
28433,16273,35
28433,16275,1
28433,17887,414
28434,16272,69
28434,16273,35
28434,16274,414
28434,16275,1
28435,16272,691
28435,16273,1381
28435,16275,69
28436,16272,104
28436,16273,55
28436,16274,483
28436,16275,1
28437,16272,345
28437,16273,691
28437,16275,104
28438,16272,69
28438,16273,35
28438,16275,1
28438,17889,414
28439,16272,1381
28439,16273,691
28439,16275,35
28440,16272,173
28440,16273,691
28440,16275,173
28441,16272,104
28441,16273,55
28441,16275,1
28441,17888,483
28442,16272,104
28442,16273,55
28442,16275,1
28442,17889,483
28443,16272,104
28443,16273,55
28443,16275,1
28443,17887,483
28444,16272,69
28444,16273,35
28444,16275,1
28444,17888,414
28511,34,556
28511,35,278
28513,34,3278
28513,35,1725
28513,36,7
28514,34,862
28514,35,792
28514,36,529
28516,34,502
28516,35,297
28516,36,334
28516,37,197
28516,39,4
28518,34,502
28518,35,297
28518,36,334
28518,37,197
28518,39,4
28520,34,896
28520,35,698
28520,36,29
28522,34,25649
28522,35,20583
28522,38,3
28522,39,4
28524,34,44036
28524,35,33816
28524,37,94
28524,38,13
28524,39,2
28524,40,2
28526,34,38342
28526,35,30481
28526,37,2
28526,38,7
28526,40,2
28528,34,30893
28528,35,24221
28528,36,570
28528,37,18
28528,38,3
28530,34,763
28530,35,321
28530,36,412
28530,40,2
28532,34,1116
28532,35,861
28532,38,3
28534,34,6013
28534,35,4514
28534,36,1612
28534,39,2
28534,40,2
28536,34,10178
28536,35,6494
28536,36,7
28536,38,3
28536,40,2
28538,34,10178
28538,35,6494
28538,36,7
28538,38,3
28538,40,2
28540,34,10178
28540,35,6494
28540,36,7
28540,38,3
28540,40,2
28542,34,10178
28542,35,6494
28542,36,7
28542,38,3
28542,40,2
28544,34,2098
28544,35,835
28544,36,462
28544,37,20
28544,38,23
28545,34,40236
28545,35,33343
28547,34,666
28547,35,502
28547,36,1
28547,37,1
28549,34,1022
28549,35,478
28549,36,407
28549,38,2
28550,34,15541
28550,35,1318
28550,36,67
28552,34,666
28552,35,502
28552,36,1
28552,37,1
28554,34,666
28554,35,502
28554,36,1
28554,37,1
28556,34,386
28556,35,129
28556,40,1
28557,34,6057
28557,35,4042
28557,38,3
28557,40,2
28559,34,666
28559,35,502
28559,36,1
28559,37,1
28561,34,2398
28561,35,466
28561,36,179
28561,37,1
28561,38,4
28563,34,1351
28563,36,636
28563,37,4
28563,39,14
28563,40,4
28565,34,3258
28565,35,2926
28565,38,7
28565,39,4
28576,34,676
28576,36,318
28576,37,2
28576,39,6
28576,40,2
28576,3689,8
28576,9842,3
28576,11399,5
28576,11689,8
28578,34,676
28578,36,318
28578,37,2
28578,39,6
28578,40,2
28578,3689,8
28578,9842,3
28578,11399,5
28578,11689,8
28583,34,2742299
28583,35,662493
28583,36,251964
28583,37,41627
28583,38,12658
28583,39,3626
28583,40,1812
28606,21013,4
28606,21019,9
28606,21027,38
28606,21035,7
28606,21037,16
28606,24558,7
28606,24560,4
28612,38,444
28646,34,13936
28646,35,8380
28646,36,2171
28646,37,2361
28646,38,989
28646,39,2188
28646,40,1184
28650,34,6
28650,35,17
28650,36,22
28650,37,1
28650,38,1
28650,40,2
28650,16275,11
28650,16681,1
28650,16682,1
28652,34,13333
28652,35,8889
28652,36,5556
28652,37,2222
28652,38,1111
28652,39,13339
28652,40,1661
28654,34,66156
28654,35,36064
28654,36,17147
28654,37,9360
28654,38,2824
28654,39,204
28654,40,40
28659,34,10608667
28659,35,2652667
28659,36,664444
28659,37,165922
28659,38,41467
28659,39,20044
28659,40,6400
28659,3828,450
28659,11399,975
28659,11532,375
28659,11537,863
28659,11539,6000
28659,11543,37500
28659,11549,225
28659,11554,3000
28659,11557,3795
28661,34,10321889
28661,35,2637000
28661,36,646889
28661,37,161433
28661,38,40300
28661,39,19112
28661,40,5866
28661,3828,450
28661,11399,975
28661,11531,375
28661,11535,863
28661,11541,6000
28661,11545,37500
28661,11547,225
28661,11553,3000
28661,11556,3795
28665,34,10321889
28665,35,2581444
28665,36,647667
